x,y
-81.1561031615164,-539134.8250432578
-75.55601572867585,-447280.568648681
23.18980711023741,10899.140187557538
-30.597144933800195,-29236.36499569361
-39.84935338555976,-65722.24253288108
72.45263544837219,362809.7297681512
-37.19729425118219,-52564.81405185772
83.09594996508115,565297.2295819155
63.55992971103864,249697.44969201437
39.07380010168393,58008.53578502088
-60.75360580296497,-228582.30770609577
71.3845820521354,349678.93326442776
-17.03292181703178,-5653.174458750848
-14.870900011454967,-3740.168832910331
13.722832129977204,2088.349630162744
20.435487823288568,7198.049409110494
12.92930559658595,1687.6894280343586
38.031322509050085,53126.5663390405
-23.302061452517297,-13766.76864301049
56.04698060822966,173277.90983546825
-99.85689120524944,-1001819.7498499114
83.18870044658962,562575.630501025
35.00079599601763,40143.921262498894
-26.569113057919797,-20281.66393721819
21.83954333724881,9513.055965080042
-88.53820520592409,-708922.385355436
-56.05391162300752,-186226.8084989474
64.56323103100489,258309.98617297504
42.47485871171797,73103.10123994474
-2.8251481740038256,-7.065892547890002
-54.262384511394174,-169516.16366225583
-35.04542277507456,-44442.18814143547
35.22871692916961,42633.61469755854
-5.803127352517458,-260.7155717583205
12.682672543417222,1653.369911211824
11.708051636620072,1292.3452156155568
-14.136145871782078,-2805.3814300673885
18.676667315229743,6058.166569907978
-26.75138926653468,-20394.59518836701
-62.15667600952887,-244113.5722930339
-1.5984383328213243,11.90357710286385
-4.849885826220792,-116.24721935070406
78.52494108710042,470262.7269288336
96.1555218806528,856693.2068125136
75.86421719173812,431551.6204894991
62.79004520097524,237904.92561118756
93.08770054864424,777569.4707919754
-2.4898801234575645,-6.362840549541289
93.30306769447417,799383.3126353128
-7.999451004898315,-578.8237742062548
80.78940461185829,507239.5375389189
69.94774998065735,328925.2948132343
7.990098863541819,313.17385162688925
68.91238410083623,322186.03663334413
-45.53315396508554,-98044.15741011084
46.79022409382397,98447.2929413485
-95.14925287495308,-880436.2263592806
-79.1413107889652,-506561.7295292906
-61.12113802102154,-236480.59368455503
88.52022668071449,666237.3773296388
6.562304972159742,130.1472984603177
98.52427213002444,935081.4489791208
-51.49265214353731,-138683.868203898
-39.478118073192434,-66642.40610763144
57.778965586970806,183035.98724620216
-33.56957789922737,-41448.516484579
90.25191070156968,723203.6022246698
-87.82391447339425,-700432.9314902801
81.0948912991301,512570.0022069095
-27.26286062163729,-22312.00167934401
-28.61490195131727,-24329.42820483077
-94.06614739101276,-841094.9202916074
0.0378775148081785,8.731364692543043
-71.4507710350308,-373501.0011187876
7.503479295674065,234.94130763606927
44.14323371485717,82532.1322995417
-50.52993910596636,-130667.88259011082
-74.8137687939258,-437326.9207455939
90.29742939014244,723508.5760051296
-89.51045493544335,-737220.4190490732
-63.521636905303495,-269359.59913536976
44.278096944909336,85271.34559183246
72.01619201946255,359147.39629886224
-18.580866729121503,-6615.780480057249
19.686366748162044,6192.917656285528
-57.62430214787015,-194400.7401820589
92.28805985484304,767258.6420430692
-49.13941605668711,-119998.04864154296
-50.74726597539142,-139252.155370913
84.20089648446633,572788.1110397525
56.76560104455834,178658.5950279752
-18.296651346813743,-6704.096551980673
10.624148232708809,1010.1881256624196
-51.32558756416359,-139610.1918805769
-97.44221043666472,-932549.056031828
-22.668458350812617,-12232.41443131793
